order,family,genus,species,model,GHMI_estimate,GHMI_se,GHMI_tval,GHMI_pval,adj_r2,dev_exp,dev_exp_diff_comp_null,sample_size,model_weight_comp_null,spatial_pval,delta_AIC
Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,duration,31.510356329968296,27.900570726365224,1.1293803499220871,0.2720830587209544,0.6825809031011909,0.7807795695768152,0.002065641329618839,30,0.13353478976672611,3.403616992467273e-4,3.740119834391521
Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,onset,-16.21990891546759,20.720536808640908,-0.7827938564170568,0.44257363324990295,0.47172954920672927,0.6212634704151623,-0.005683960213764716,30,0.09388235217086803,0.029261966135889383,4.53425345196041
Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,offset,18.521832868261168,21.425656462274265,0.864469795867115,0.3967113140087881,0.5890346475671935,0.6900225815796651,-0.005813112151376476,30,0.14656711808384723,9.074492456407346e-4,3.5235668660772603
Lepidoptera,Geometridae,Pleuroprucha,Pleuroprucha insulsaria,duration,-85.17217252529416,53.35929584235667,-1.5962012088188837,0.12300921994254249,0.06092150265465346,0.16156481424312152,-0.0949925510938524,29,0.9303809636975005,0.23304319729892042,0
Lepidoptera,Geometridae,Pleuroprucha,Pleuroprucha insulsaria,onset,2.114914874007545,29.66405873077239,0.07129553286022898,0.9438348911451513,0.5439121795768024,0.6567599166258291,-0.006168203912222725,29,0.1108817652891802,0.0035852714460514745,4.163531536125902
Lepidoptera,Geometridae,Pleuroprucha,Pleuroprucha insulsaria,offset,-46.03227776335461,47.13516682877796,-0.9766015665239993,0.34010379897126886,0.33397017721798117,0.5103119734718314,0.007719325710607294,29,0.11062467016915374,0.14765690797791087,4.168752435798126
Lepidoptera,Nymphalidae,Vanessa,Vanessa virginiensis,duration,32.145860909604366,64.11214739600807,0.5014004711314025,0.6208101130369975,0.10281023791258226,0.2559998158492812,0.004966561077404896,29,0.1873301346381007,0.4488248148088212,2.934904942438834
Lepidoptera,Nymphalidae,Vanessa,Vanessa virginiensis,onset,68.93826591480175,44.93109300024239,1.534310903908566,0.13819195195351267,0.08131541040124723,0.22216876695719348,-0.030122013173729617,29,0.6823516457348779,0.5919826398114922,0
Lepidoptera,Nymphalidae,Vanessa,Vanessa virginiensis,offset,108.06185300428926,63.99476423304234,1.6886045960068372,0.10395068546478839,0.06002250960003708,0.17527790616002192,-0.08338554677535576,29,0.9056532196252229,0.876589605305542,0
Lepidoptera,Lycaenidae,Calycopis,Calycopis cecrops,duration,-17.51638061734318,60.53812942172274,-0.289344596284434,0.7751827999129145,0.18346752687557144,0.3469382187199729,-0.009896137515792824,27,0.14918956966855992,0.25820424150781146,3.4819431315050338
